sku,category,cv,volatility_tier,stockout_rate,fill_rate,lost_revenue,max_consecutive_stockout_days,stockout_episodes
8_4,Cat_A,0.3089057152527631,Medium,0.0016429353778751369,0.9992857747953645,3514.559386970359,69,8
5_37,Cat_D,0.31683430064256046,Medium,0.000547645125958379,0.9995391943667802,1875.4789272046764,69,10
2_16,Cat_B,0.29874748722562944,Medium,0.000547645125958379,0.9997411419441937,1557.471264369815,54,7
10_26,Cat_C,0.2776689208413311,Medium,0.000547645125958379,0.9998545758113523,1426.4367816082085,55,10
7_27,Cat_C,0.36010988458482573,Medium,0.001095290251916758,0.9996851286379844,874.7126436792314,69,11
1_4,Cat_A,0.33275983003014237,Medium,0.000547645125958379,0.9998774030474697,446.7432950201328,48,13
10_49,Cat_E,0.3055072447442485,Medium,0.000547645125958379,0.999927077483413,439.84674329767586,69,9
6_29,Cat_C,0.27655896371882277,Medium,0.000547645125958379,0.9999564208653746,423.75478926987853,69,9
1_42,Cat_E,0.2907023327694168,Medium,0.000547645125958379,0.9999428941245031,345.21072796633234,55,9
7_41,Cat_E,0.34641487187089354,Medium,0.000547645125958379,0.9998950296541231,296.55172413658875,83,9
7_4,Cat_A,0.3467840237187434,Medium,0.000547645125958379,0.9999360610666002,179.31034482644463,48,9
5_40,Cat_D,0.32620531291136434,Medium,0.000547645125958379,0.999974091523544,104.59770114830462,48,10
5_39,Cat_D,0.30434893009154557,Medium,0.000547645125958379,0.9999836469271819,99.23371647455497,55,8
9_30,Cat_C,0.2911319896651093,Medium,0.0,1.0,0.0,48,9
9_31,Cat_D,0.27282068495947065,Medium,0.0,1.0,0.0,40,8
9_32,Cat_D,0.2870442799497138,Medium,0.0,1.0,0.0,48,8
9_33,Cat_D,0.27300863366890027,Medium,0.0,1.0,0.0,47,8
9_34,Cat_D,0.31265808496880504,Medium,0.0,1.0,0.0,41,10
9_35,Cat_D,0.2706052242379681,Medium,0.0,1.0,0.0,34,10
9_36,Cat_D,0.2686579265888071,Medium,0.0,1.0,0.0,47,11
9_37,Cat_D,0.3044768334607465,Medium,0.0,1.0,0.0,27,8
9_38,Cat_D,0.2729117084533502,Medium,0.0,1.0,0.0,34,10
9_39,Cat_D,0.2904984730121025,Medium,0.0,1.0,0.0,47,7
9_9,Cat_A,0.2801505188121347,Medium,0.0,1.0,0.0,41,12
10_28,Cat_C,0.26477859421095806,Medium,0.0,1.0,0.0,41,10
10_29,Cat_C,0.26526039266620205,Medium,0.0,1.0,0.0,48,10
10_3,Cat_A,0.29721780636064343,Medium,0.0,1.0,0.0,48,9
10_30,Cat_C,0.28764417468722087,Medium,0.0,1.0,0.0,41,11
10_31,Cat_D,0.2725702818839308,Medium,0.0,1.0,0.0,55,11
10_32,Cat_D,0.28491876240170144,Medium,0.0,1.0,0.0,48,9
10_33,Cat_D,0.2739784555262969,Medium,0.0,1.0,0.0,48,10
10_34,Cat_D,0.31020883315709624,Medium,0.0,1.0,0.0,69,9
10_35,Cat_D,0.27522991834324684,Medium,0.0,1.0,0.0,47,9
10_36,Cat_D,0.2685609636449891,Medium,0.0,1.0,0.0,48,9
10_37,Cat_D,0.3009260616897749,Medium,0.0,1.0,0.0,34,11
10_38,Cat_D,0.2655346703333062,Medium,0.0,1.0,0.0,34,10
10_39,Cat_D,0.2839033961636422,Medium,0.0,1.0,0.0,41,8
10_4,Cat_A,0.31424256587935395,Medium,0.0,1.0,0.0,55,7
10_40,Cat_D,0.2986688311494936,Medium,0.0,1.0,0.0,27,13
10_41,Cat_E,0.31787208922637655,Medium,0.0,1.0,0.0,40,10
10_42,Cat_E,0.2968676445708341,Medium,0.0,1.0,0.0,48,11
10_43,Cat_E,0.2766982230803075,Medium,0.0,1.0,0.0,41,9
10_44,Cat_E,0.2969573332320528,Medium,0.0,1.0,0.0,48,7
10_45,Cat_E,0.2682653223768421,Medium,0.0,1.0,0.0,41,10
10_46,Cat_E,0.27427611413688335,Medium,0.0,1.0,0.0,34,12
10_47,Cat_E,0.3201203804417888,Medium,0.0,1.0,0.0,48,9
10_48,Cat_E,0.2749903502149684,Medium,0.0,1.0,0.0,48,8
10_5,Cat_A,0.32689895326152213,Medium,0.0,1.0,0.0,41,11
10_50,Cat_E,0.26929105579525564,Medium,0.0,1.0,0.0,48,10
10_6,Cat_A,0.2732346979683061,Medium,0.0,1.0,0.0,40,10
10_7,Cat_A,0.27413279931374884,Medium,0.0,1.0,0.0,54,9
10_8,Cat_A,0.27075583910132156,Medium,0.0,1.0,0.0,40,10
10_9,Cat_A,0.2785255984151914,Medium,0.0,1.0,0.0,55,10
1_1,Cat_A,0.33753171399557336,Medium,0.0,1.0,0.0,48,11
1_10,Cat_A,0.2755360247261086,Medium,0.0,1.0,0.0,34,9
1_11,Cat_B,0.27255571009749885,Medium,0.0,1.0,0.0,47,8
1_12,Cat_B,0.27891506997455595,Medium,0.0,1.0,0.0,41,10
1_13,Cat_B,0.26752917317154795,Medium,0.0,1.0,0.0,47,9
1_14,Cat_B,0.27789765253968535,Medium,0.0,1.0,0.0,34,11
1_15,Cat_B,0.27266066429923763,Medium,0.0,1.0,0.0,41,9
1_16,Cat_B,0.3263586685582915,Medium,0.0,1.0,0.0,41,12
1_17,Cat_B,0.304177321273999,Medium,0.0,1.0,0.0,48,11
1_18,Cat_B,0.2757607362274318,Medium,0.0,1.0,0.0,48,7
1_19,Cat_B,0.3026597963701455,Medium,0.0,1.0,0.0,34,9
1_2,Cat_A,0.28233439651290226,Medium,0.0,1.0,0.0,27,8
1_20,Cat_B,0.2840153274264453,Medium,0.0,1.0,0.0,27,11
1_21,Cat_C,0.29966534864472794,Medium,0.0,1.0,0.0,41,8
1_22,Cat_C,0.2721572139474499,Medium,0.0,1.0,0.0,41,10
1_23,Cat_C,0.3196362955679291,Medium,0.0,1.0,0.0,41,7
1_24,Cat_C,0.27738065981859744,Medium,0.0,1.0,0.0,54,9
1_25,Cat_C,0.27220878827531436,Medium,0.0,1.0,0.0,47,8
1_26,Cat_C,0.29718049577864825,Medium,0.0,1.0,0.0,34,9
1_27,Cat_C,0.33117056933447037,Medium,0.0,1.0,0.0,34,12
1_28,Cat_C,0.26971046789045816,Medium,0.0,1.0,0.0,34,9
1_29,Cat_C,0.2738633264779384,Medium,0.0,1.0,0.0,41,9
1_3,Cat_A,0.3033153882196539,Medium,0.0,1.0,0.0,54,10
1_30,Cat_C,0.30117244440231367,Medium,0.0,1.0,0.0,47,8
1_31,Cat_D,0.2821073965222086,Medium,0.0,1.0,0.0,47,7
1_32,Cat_D,0.28776889468051453,Medium,0.0,1.0,0.0,41,9
1_33,Cat_D,0.2737302782536607,Medium,0.0,1.0,0.0,34,10
1_34,Cat_D,0.3222097751915214,Medium,0.0,1.0,0.0,34,10
1_35,Cat_D,0.27704410985343425,Medium,0.0,1.0,0.0,40,8
1_36,Cat_D,0.2765929407489856,Medium,0.0,1.0,0.0,34,11
1_37,Cat_D,0.3145849231991009,Medium,0.0,1.0,0.0,47,8
1_38,Cat_D,0.27197901660085905,Medium,0.0,1.0,0.0,41,10
1_39,Cat_D,0.29685025149136635,Medium,0.0,1.0,0.0,34,11
1_40,Cat_D,0.31042701482223917,Medium,0.0,1.0,0.0,48,9
1_41,Cat_E,0.3341984057142705,Medium,0.0,1.0,0.0,41,10
1_43,Cat_E,0.28858891606456505,Medium,0.0,1.0,0.0,48,9
1_44,Cat_E,0.3145117383543328,Medium,0.0,1.0,0.0,33,6
1_45,Cat_E,0.27131669727055185,Medium,0.0,1.0,0.0,34,11
1_46,Cat_E,0.2825700041127962,Medium,0.0,1.0,0.0,41,8
1_47,Cat_E,0.33079011338533515,Medium,0.0,1.0,0.0,48,9
1_48,Cat_E,0.2882400252952949,Medium,0.0,1.0,0.0,41,10
1_49,Cat_E,0.3136308124480075,Medium,0.0,1.0,0.0,34,9
1_5,Cat_A,0.34142933656438584,Medium,0.0,1.0,0.0,41,11
1_50,Cat_E,0.2760243440573859,Medium,0.0,1.0,0.0,34,11
1_6,Cat_A,0.2794232076453394,Medium,0.0,1.0,0.0,34,9
1_7,Cat_A,0.2855776153243791,Medium,0.0,1.0,0.0,41,10
1_8,Cat_A,0.269921134760705,Medium,0.0,1.0,0.0,41,10
1_9,Cat_A,0.2848621846195034,Medium,0.0,1.0,0.0,55,10
2_1,Cat_A,0.30812575127030195,Medium,0.0,1.0,0.0,55,9
2_10,Cat_A,0.2649090757179921,Medium,0.0,1.0,0.0,47,9
2_11,Cat_B,0.27055328630414766,Medium,0.0,1.0,0.0,41,8
2_12,Cat_B,0.2694879932382932,Medium,0.0,1.0,0.0,40,10
2_13,Cat_B,0.26393786678621095,Medium,0.0,1.0,0.0,48,10
2_14,Cat_B,0.2664175563343917,Medium,0.0,1.0,0.0,41,9
2_15,Cat_B,0.2636023416826555,Medium,0.0,1.0,0.0,47,9
2_17,Cat_B,0.2883857645341891,Medium,0.0,1.0,0.0,47,9
2_18,Cat_B,0.26435456965649695,Medium,0.0,1.0,0.0,41,9
2_19,Cat_B,0.2785158814819056,Medium,0.0,1.0,0.0,48,10
2_2,Cat_A,0.26995754458465343,Medium,0.0,1.0,0.0,48,10
2_20,Cat_B,0.27839724630747115,Medium,0.0,1.0,0.0,48,10
2_21,Cat_C,0.2838909658927017,Medium,0.0,1.0,0.0,34,8
2_22,Cat_C,0.2627132820771444,Medium,0.0,1.0,0.0,41,9
2_23,Cat_C,0.2951668278907999,Medium,0.0,1.0,0.0,34,9
2_24,Cat_C,0.26604057730306446,Medium,0.0,1.0,0.0,41,8
2_25,Cat_C,0.26774174171649917,Medium,0.0,1.0,0.0,34,11
2_26,Cat_C,0.2787546182680192,Medium,0.0,1.0,0.0,27,12
2_27,Cat_C,0.3118036368520001,Medium,0.0,1.0,0.0,41,10
2_28,Cat_C,0.2621364396400685,Medium,0.0,1.0,0.0,40,10
2_29,Cat_C,0.2635946935278712,Medium,0.0,1.0,0.0,41,10
2_3,Cat_A,0.2882663015412707,Medium,0.0,1.0,0.0,20,8
2_30,Cat_C,0.2863229511457078,Medium,0.0,1.0,0.0,48,10
2_31,Cat_D,0.27074568452615994,Medium,0.0,1.0,0.0,34,9
2_32,Cat_D,0.27973103899929513,Medium,0.0,1.0,0.0,27,9
2_33,Cat_D,0.26935269769859604,Medium,0.0,1.0,0.0,54,9
2_34,Cat_D,0.29558806604450505,Medium,0.0,1.0,0.0,34,7
2_35,Cat_D,0.2706482882153982,Medium,0.0,1.0,0.0,47,10
2_36,Cat_D,0.26318185734227906,Medium,0.0,1.0,0.0,34,10
2_37,Cat_D,0.29421654964857036,Medium,0.0,1.0,0.0,41,9
2_38,Cat_D,0.2623232787306397,Medium,0.0,1.0,0.0,34,10
2_39,Cat_D,0.280774768064034,Medium,0.0,1.0,0.0,55,10
2_4,Cat_A,0.3065454563217851,Medium,0.0,1.0,0.0,33,9
2_40,Cat_D,0.29472721226877363,Medium,0.0,1.0,0.0,34,11
2_41,Cat_E,0.3033102132889831,Medium,0.0,1.0,0.0,41,9
2_42,Cat_E,0.286372895135673,Medium,0.0,1.0,0.0,34,11
2_43,Cat_E,0.27067224308531473,Medium,0.0,1.0,0.0,34,8
2_44,Cat_E,0.29431727802813096,Medium,0.0,1.0,0.0,48,8
2_45,Cat_E,0.2647168980331889,Medium,0.0,1.0,0.0,33,8
2_46,Cat_E,0.27344716693189713,Medium,0.0,1.0,0.0,40,9
2_47,Cat_E,0.30593303173517983,Medium,0.0,1.0,0.0,27,12
2_48,Cat_E,0.2735831170312216,Medium,0.0,1.0,0.0,41,9
2_49,Cat_E,0.29658995250486697,Medium,0.0,1.0,0.0,41,9
2_5,Cat_A,0.32953686399462667,Medium,0.0,1.0,0.0,34,9
2_50,Cat_E,0.2703521394431561,Medium,0.0,1.0,0.0,48,9
2_6,Cat_A,0.2711208129270596,Medium,0.0,1.0,0.0,48,10
2_7,Cat_A,0.27253859594750884,Medium,0.0,1.0,0.0,41,10
2_8,Cat_A,0.2652010080505266,Medium,0.0,1.0,0.0,34,10
2_9,Cat_A,0.27782554418755917,Medium,0.0,1.0,0.0,48,9
3_1,Cat_A,0.31501235701290825,Medium,0.0,1.0,0.0,40,7
3_10,Cat_A,0.26902264345069415,Medium,0.0,1.0,0.0,41,9
3_11,Cat_B,0.2696047984318877,Medium,0.0,1.0,0.0,34,10
3_12,Cat_B,0.2694038554451425,Medium,0.0,1.0,0.0,34,11
3_13,Cat_B,0.2671944990846708,Medium,0.0,1.0,0.0,34,11
3_14,Cat_B,0.27486115327441196,Medium,0.0,1.0,0.0,34,10
3_15,Cat_B,0.26729459758304747,Medium,0.0,1.0,0.0,41,9
3_16,Cat_B,0.3047563143913205,Medium,0.0,1.0,0.0,41,10
3_17,Cat_B,0.2917410466405693,Medium,0.0,1.0,0.0,47,8
3_18,Cat_B,0.26586528606372417,Medium,0.0,1.0,0.0,41,9
3_19,Cat_B,0.287450171026053,Medium,0.0,1.0,0.0,55,11
3_2,Cat_A,0.2765900973806031,Medium,0.0,1.0,0.0,40,11
3_20,Cat_B,0.2770517417505718,Medium,0.0,1.0,0.0,33,9
3_21,Cat_C,0.2853836827618013,Medium,0.0,1.0,0.0,48,9
3_22,Cat_C,0.26666252997760514,Medium,0.0,1.0,0.0,48,9
3_23,Cat_C,0.2976019746863625,Medium,0.0,1.0,0.0,47,9
3_24,Cat_C,0.2708608825826678,Medium,0.0,1.0,0.0,33,10
3_25,Cat_C,0.26334707581314376,Medium,0.0,1.0,0.0,33,12
3_26,Cat_C,0.28338071961110767,Medium,0.0,1.0,0.0,55,10
3_27,Cat_C,0.31991010809672926,Medium,0.0,1.0,0.0,41,12
3_28,Cat_C,0.2618222478095749,Medium,0.0,1.0,0.0,47,8
3_29,Cat_C,0.26992675198693267,Medium,0.0,1.0,0.0,34,10
3_3,Cat_A,0.28511970317194274,Medium,0.0,1.0,0.0,41,10
3_30,Cat_C,0.28621504942561704,Medium,0.0,1.0,0.0,40,8
3_31,Cat_D,0.27514867776089064,Medium,0.0,1.0,0.0,48,10
3_32,Cat_D,0.28895582861204,Medium,0.0,1.0,0.0,27,10
3_33,Cat_D,0.26749957856978734,Medium,0.0,1.0,0.0,34,10
3_34,Cat_D,0.3037941171554736,Medium,0.0,1.0,0.0,41,8
3_35,Cat_D,0.26638589810336427,Medium,0.0,1.0,0.0,34,12
3_36,Cat_D,0.2704408488054039,Medium,0.0,1.0,0.0,41,10
3_37,Cat_D,0.30035165062801517,Medium,0.0,1.0,0.0,41,10
3_38,Cat_D,0.2695128083999578,Medium,0.0,1.0,0.0,41,9
3_39,Cat_D,0.28407915149588786,Medium,0.0,1.0,0.0,41,10
3_4,Cat_A,0.3177855152242443,Medium,0.0,1.0,0.0,55,10
3_40,Cat_D,0.30579849944538934,Medium,0.0,1.0,0.0,48,11
3_41,Cat_E,0.3183974670169603,Medium,0.0,1.0,0.0,48,10
3_42,Cat_E,0.294894819457405,Medium,0.0,1.0,0.0,34,9
3_43,Cat_E,0.2741458077139964,Medium,0.0,1.0,0.0,41,10
3_44,Cat_E,0.30473007344131564,Medium,0.0,1.0,0.0,48,9
3_45,Cat_E,0.2663940496359699,Medium,0.0,1.0,0.0,34,12
3_46,Cat_E,0.27336909364893003,Medium,0.0,1.0,0.0,27,10
3_47,Cat_E,0.3167147119593695,Medium,0.0,1.0,0.0,34,9
3_48,Cat_E,0.28060952689465296,Medium,0.0,1.0,0.0,34,11
3_49,Cat_E,0.30539010009241147,Medium,0.0,1.0,0.0,41,12
3_5,Cat_A,0.32800168887887,Medium,0.0,1.0,0.0,13,11
3_50,Cat_E,0.2656126097704944,Medium,0.0,1.0,0.0,48,9
3_6,Cat_A,0.27625901202979347,Medium,0.0,1.0,0.0,41,10
3_7,Cat_A,0.2749510463561851,Medium,0.0,1.0,0.0,34,11
3_8,Cat_A,0.26956660401770255,Medium,0.0,1.0,0.0,41,10
3_9,Cat_A,0.27048073581132653,Medium,0.0,1.0,0.0,41,12
4_1,Cat_A,0.32036781688139504,Medium,0.0,1.0,0.0,33,11
4_10,Cat_A,0.2699660491424991,Medium,0.0,1.0,0.0,41,10
4_11,Cat_B,0.27689464733930674,Medium,0.0,1.0,0.0,19,11
4_12,Cat_B,0.2719822386096011,Medium,0.0,1.0,0.0,27,11
4_13,Cat_B,0.2671217387616304,Medium,0.0,1.0,0.0,40,11
4_14,Cat_B,0.27555665437858523,Medium,0.0,1.0,0.0,41,10
4_15,Cat_B,0.26334921247160653,Medium,0.0,1.0,0.0,41,7
4_16,Cat_B,0.3096279673794612,Medium,0.0,1.0,0.0,48,10
4_17,Cat_B,0.3025039163219851,Medium,0.0,1.0,0.0,55,9
4_18,Cat_B,0.2670835616456821,Medium,0.0,1.0,0.0,48,9
4_19,Cat_B,0.2916178755307069,Medium,0.0,1.0,0.0,27,9
4_2,Cat_A,0.2781036292530311,Medium,0.0,1.0,0.0,48,9
4_20,Cat_B,0.2801465006034428,Medium,0.0,1.0,0.0,48,9
4_21,Cat_C,0.28693250432088035,Medium,0.0,1.0,0.0,48,11
4_22,Cat_C,0.26399415086478367,Medium,0.0,1.0,0.0,48,9
4_23,Cat_C,0.3040624468685064,Medium,0.0,1.0,0.0,48,9
4_24,Cat_C,0.2724915355420912,Medium,0.0,1.0,0.0,41,10
4_25,Cat_C,0.2663239526039279,Medium,0.0,1.0,0.0,41,11
4_26,Cat_C,0.28708855571638553,Medium,0.0,1.0,0.0,47,8
4_27,Cat_C,0.3173329023822386,Medium,0.0,1.0,0.0,55,9
4_28,Cat_C,0.26765908551814566,Medium,0.0,1.0,0.0,41,10
4_29,Cat_C,0.27670665227861063,Medium,0.0,1.0,0.0,40,10
4_3,Cat_A,0.29510789222534034,Medium,0.0,1.0,0.0,41,12
4_30,Cat_C,0.28645032637820694,Medium,0.0,1.0,0.0,48,11
4_31,Cat_D,0.27118215254593736,Medium,0.0,1.0,0.0,33,10
4_32,Cat_D,0.2909401324845544,Medium,0.0,1.0,0.0,40,8
4_33,Cat_D,0.2662574388450913,Medium,0.0,1.0,0.0,41,10
4_34,Cat_D,0.318612943724246,Medium,0.0,1.0,0.0,27,8
4_35,Cat_D,0.27767718648715783,Medium,0.0,1.0,0.0,47,9
4_36,Cat_D,0.26964821540070316,Medium,0.0,1.0,0.0,34,10
4_37,Cat_D,0.3049749143415173,Medium,0.0,1.0,0.0,48,9
4_38,Cat_D,0.269008312334053,Medium,0.0,1.0,0.0,41,10
4_39,Cat_D,0.2869523495392807,Medium,0.0,1.0,0.0,34,10
4_4,Cat_A,0.321921167161179,Medium,0.0,1.0,0.0,13,10
4_40,Cat_D,0.3092883328252344,Medium,0.0,1.0,0.0,41,8
4_41,Cat_E,0.3197148075646876,Medium,0.0,1.0,0.0,27,12
4_42,Cat_E,0.28870047314393626,Medium,0.0,1.0,0.0,47,9
4_43,Cat_E,0.2811846381131744,Medium,0.0,1.0,0.0,33,8
4_44,Cat_E,0.29984117448558356,Medium,0.0,1.0,0.0,34,10
4_45,Cat_E,0.2695757670910361,Medium,0.0,1.0,0.0,48,9
4_46,Cat_E,0.2779649938695521,Medium,0.0,1.0,0.0,34,10
4_47,Cat_E,0.3236221938293442,Medium,0.0,1.0,0.0,20,11
4_48,Cat_E,0.28422042172223894,Medium,0.0,1.0,0.0,34,11
